アイヌ文化	アイヌ無形文化伝承保存会,アイヌ無形文化伝承保存会 編	デジタル資料
日本の伝統芸能	本田安次著	本
地域社会	地域社会研究会,地域社会研究会 編	デジタル資料
天理教学研究	天理大学宗教学科研究室 編	デジタル資料
対中投資	今井理之著	本
Nonggigu	Bag Daesun／著,Gim Jongseob／写真	本
薫染	川勝 義三/編集	本
河川	日本河川協会	デジタル資料
中小企業	全国中小企業団体連合会	デジタル資料
人口統計学	岡崎陽一著	本
マルクス経済学	松石勝彦著	本
上級生	宮川 匡代/著	児童書
孔雀王	荻野 真/著	本
1ポンドの福音	高橋 留美子/著	児童書
禁区	東城 和実/著	児童書
JAMSTEC	海洋科学技術センター,海洋科学技術センター情報管理室 編	デジタル資料
なかよし	赤星 たみこ/著	本
本の窓	小学館 [編]	デジタル資料
ロンリィ・ハート	三原 千恵利/著	児童書
租税	大蔵省財政史室編	本
フェロアロイ	日本フェロアロイ協会,技術委員会 編	デジタル資料
途上	思想とキリスト教研究会 編	デジタル資料
サービス貿易	佐々波楊子, 浦田秀次郎著	本
まあじゃんほうろうき	西原 理恵子/著	本
マーケティング・チャネル	陶山計介,高橋秀雄編著	本
著作権法	尾中普子[ほか]共著	本
パーム	伸 たまき/著	本
鍍金の世界	日本鍍金材料協同組合,東京鍍金材料協同組合	デジタル資料
カオス	合原一幸編著	本
罪と罰	日本刑事政策研究会	デジタル資料
ブルー・リボリューション	ルーク・カイバース著	本
エレクトロニクスライフ	日本放送出版協会	デジタル資料
仏教	法蔵館,法蔵館 [編]	デジタル資料
動力	日本動力協会,日本動力協会 編	デジタル資料
薬理学	笹征史,大隅義継著	本
嘆きの天使	山田 花子/著	本
鴎外	森鴎外記念会 [編]	デジタル資料
因子分析	柳井晴夫 [ほか] 著	本
子供たちは夜の住人	高河 ゆん/著	本
史	現代史懇話会	デジタル資料
映画芸術	編集プロダクション映芸,大和書房,映画芸術社,第一出版株式会社,星林社 (京都市)	デジタル資料
P.S.元気です、俊平	柴門 ふみ/著	本
ピアノの森	田丸 信明/編	本
クッキングパパ	うえやま とち/著	本
よろこび	市田株式会社/編輯	本
たけし	中西恵子さく	児童書
法の支配	日本法律家協会	デジタル資料
会報	大学基準協会,大学基準協会 [編]	デジタル資料
百万塔	紙の博物館 [編]	デジタル資料
信頼性工学	市川昌弘著	本
ディスタンクシオン	ピエール・ブルデュー [著]	本
チャイム	水沢 めぐみ/著	児童書
湖北省	《湖北省》编辑部编	本
群居	群居刊行委員会	デジタル資料
計算幾何学	浅野哲夫著	本
あじ	沼野正子作	児童書
Jack in the box	おおの 藻梨以/著	児童書
川喜田半泥子	川喜田　半泥子／［作］,大阪市立東洋陶磁美術館／［ほか］編集	本
Ｔｏｌｋｉｅｎ	Ｄａｖｉｄ Ｄａｙ 著	児童書
野村克也	渡辺さとる 作画,永島直樹 原作	児童書
Seminarium	大阪市立大学ドイツ文学会 編	デジタル資料
マカロニほうれん荘	鴨川 つばめ/著	本
獄門島	Jet/著,横溝 正史/原作	児童書
輸入車ガイドブック	日本自動車輸入組合 監修	本
横山大観	横山 大観／〔画〕,茨城県近代美術館／編	本
死と彼女とぼく	川口　まどか／著	児童書
シェフ	酒井　一之／著	児童書
商法	稲田　俊信 ［ほか著］	本
ヤマトタケル	高橋宏幸 文,村井香葉 絵	児童書
形成	川崎教育文化研究所 編	本
猫夜叉	愛田 真夕美/著	本
Rock	岡崎 京子/著	本
比較法	東洋大学比較法研究所	デジタル資料
Ｂａｍｂｉｅｎｅｓｐａｎｏｌ	Ｗａｌｔ Ｄｉｓｎｅｙ／著	本
かえる	渡辺利之／著	本
プロピレア	日本ギリシア語ギリシア文学会,ギリシア語文学研究会	デジタル資料
運命の逆転	松竹株式会社事業部 編集	本
パリ	Ｒｅｎｚｏ Ｓａｌｖａｄｏｒｉ 著,土居義岳 訳,サルバド−リ，レンツォ	本
トロイの木馬	バリー・G.ジェームズ著	本
牡丹灯籠	波津 彬子/著	本
ピカソ	ピカソ [画],レイチェル・バーンズ 編,速水豊 訳	本
ＭｙｆｉｒｓｔＷｏｒｄＢｏｏｋ	Ａｎｇｅｌａ Ｗｉｌｋｅｓ／編	本
タフ	中原　裕／著	児童書
Music	AlanBlackwood	本
キキ	はるか よろひがた／著	本
遺伝資源	遺伝学普及会 編	本
冬	五味太郎／作	本
レンブラント	Ｊ．ガントナー 著,中村二柄 訳	本
ボロロ	白土三平 著	本
石泉	清水　早春／著	本
ＳＤ	長谷川　愛子 編集	本
星座物語	速水彩 [著]	児童書
ＭＡＤＯＮＮＡ	Ｍａｒｉｅ Ｃａｈｉｌｌ／著	本
カブトムシ	海野和男 文・写真	児童書
金日成	キム・イルソン [述]	本
岩波中国語辞典	倉石武四郎著	本
九州西側筑前肥後三要地方言	藤原与一	本
昆虫	（株）リリーフ・システムズ／翻訳	児童書
会誌	境町の文化財を守る会／編	本
Αυριο	増進会出版社 [編]	児童書
平和の礎	荒川村社会福祉協議会「平和の礎」編集委員会／編	本
Ｒｅｎｏｉｒ	Ｌｅｓｌｅｙ　Ｓｔｅｖｅｎｓｏｎ／著,Ａｕｇｕｓｔｅ　Ｒｅｎｏｉｒ／画	本
クローズ	高橋ヒロシ 著	児童書
年報	人形浄瑠璃因協会/編集	本
電脳ボーイ	ながいのりあき 著	児童書
知章	廿四世観世左近 訂正著	本
おともだち	いせひでこ 作	児童書
八剣伝	大野木 寛/著	児童書
Turner	JeanSelz	本
アラビアン・ナイト	池田修 訳	児童書
天外魔境	あだちひろし&レッド・カンパニー [著]	児童書
Beast	PeterBenchley	本
アイスクリースマス	織田道代言葉,山田勝也絵,平野レミ作曲	児童書
ツーリング・エクスプレス	河惣 益巳/著	児童書
リッキー台風	平松　伸二／著	児童書
常陸国風土記	関 南沖／書写	本
ダーリン	小沢　真理／著	児童書
加藤清正	矢野四年生 著	児童書
生きる	博愛教育研究所／編集	本
直言	加藤　英夫／著	本
怪物くん	藤子不二雄A 著	児童書
ザ・ニューファーマー	安藤義道著	本
産業廃棄物	高杉晋吾著	本
センチメンタル	川原 由美子/著	児童書
現代詩手帖	思潮社 [編]	デジタル資料
レクチャー	立野 真琴/著	児童書
サイトカイン	笠倉新平編集	本
カガカガ	日野十成文,斎藤隆夫絵	児童書
発がん性	伊東信行, 高橋道人責任編集	本
こいつら100%伝説	岡田 あーみん/著	児童書
ベイビーブルー	いくえみ 綾/著	児童書
風します?	小道 迷子/著	本
環境化学	西村雅吉著	本
ジャッジ	細野 不二彦/著	本
週刊ベースボール	ベースボールマガジン社	デジタル資料
純情クレイジーフルーツ	松苗 あけみ/著	本
ウィザード	高橋 由紀/著	児童書
女ともだち	一条 ゆかり/著	児童書
ビー・バップ・ハイスクール	きうち かずひろ/著	本
新日本文学	新日本文学会 [編]	デジタル資料
うまれる	越智典子文,大塚高雄写真,吉野雄輔写真,グラハム・ロバートソン写真	児童書
コンビネーション	聖 りいざ/著	本
土木計画学	河上省吾編著	本
追憶	河原井 卓／著	本
魚肉ソーセージ	日本魚肉ソーセージ協会,日本魚肉ソーセージ協会 [編]	デジタル資料
花の名前	L.ギィヨ, P.ジバシエ[著]	本
半魚人	楳図 かずお/著	児童書
不良	カトリーヌあやこ/著	本
大串貝塚	常澄村教育委員会(茨城県)／編集	本
差分法	高橋亮一, 棚町芳弘共著	本
蟲類	荒俣宏著	本
チープスリル	くらもち ふさこ/著	児童書
小児科	金原出版株式会社	デジタル資料
とぶ	谷川　俊太郎　作,和田　誠　画	児童書
白堊	茨城県立日立第一高等学校同窓会／編	本
美女と野獣	ボーモン夫人〔著〕,鈴木　豊／訳	児童書
スーパーくいしん坊	牛　次郎／作,ビック　錠／画	児童書
月光仮面	桑田次郎 え,川内康範 原作	児童書
かわたろう	沼野正子作	児童書
フェイク	槙村さとる 著	児童書
機甲警察メタルジャック	川崎ヒロユキ 著	児童書
大雪	ゼリーナ・ヘンツ 文,アロワ・カリジェ 絵,生野幸吉 訳	児童書
ＢＥＡＳＴ	ＰＥＴＥＲ ＢＥＮＣＨＬＥＹ／著	本
フィリピン	浅野幸穂著	本
Alexandrite	成田 美名子/著	児童書
スーパーワールドバードウオッチング	かのうちたくや 写真・文	児童書
メアリー・カサット	スーザン・E.マイヤー 著,渡辺真 監訳	児童書
スプリンター	小山　ゆう／著	児童書
ナーシサス・ブラック	内田 一奈/著	本
TANDIA	Bryce Courtenay／著	本
定山渓温泉	札幌市教育委員会文化資料室編	本
トーキョー・ガーディアン	佐野 真砂輝/著,わたなべ 京/著	本
笠間焼	製陶ふくだ／編	本
花図鑑	清原 なつの/著	児童書
社会問題	アリスダー・ロジャース 著,スティーブ・ウェストン, ジョン・ダウンズ 絵,板倉きみえ 訳	児童書
木星	シーモア・シーメン 著,村山定男 監訳	児童書
ＣｈｒｉｓｔｍａｓｗｉｔｈＡｎｇｅｌｉｎａ	Ｋａｔｈａｒｉｎｅ Ｈｏｌａｂｉｒｄ／文,Ｈｅｌｅｎ Ｃｒａｉｇ／図	本
おれは男だ!くにおくん	穴久保幸作 著	児童書
タイ	井上隆一郎著	本
恋人たち	奥 舜/撮影,井上 香織/詩	本
女王蜂	たまい　まきこ／著,横溝　正史／原作	児童書
ペデスツリヤン	関西徒歩会/編	本
プロ野球選手	江本　孟紀／著	児童書
カメラ	イアン・グレアム 著,畑河内秀樹 訳	児童書
クリスマス・ファンタジー	風間賢二 編	児童書
いっぱしマン	高口　里純／著	児童書
広辞苑	新村出編	本
ひろば	秋田県中央地区社会教育主事協議会／編	本
新幹線	檀上完爾 作,南正時 写真	児童書
ＤｅａｄＳｋｉｐ	Ｊｏｅ Ｇｏｒｅｓ	本
赤胴鈴之助	武内 つなよし/著	本
カレンダー	ひこ・田中 作	児童書
シマウマ	ナディヌ・ソーニエ ぶん,マルセル・ジュネステ え,豊水順子 やく	児童書
やまもと	山本史をつくる会〔編〕	本
花のあすか組!	高口 里純/著	本
三好達治	中村真一郎／編	本
翠	首里高等学校文芸部 ［編］	本
宇宙海賊キャプテンハーロック	松本　零士／著	児童書
夫婦	川井健 [ほか] 編集	本
フイチンさん	上田としこ 著	児童書
系図	北畠康次／著	本
ピタゴラスの定理	槙村さとる／著	児童書
平家物語	吉村昭 著	児童書
星から来た船	新井素子 著	児童書
自由主義	Gray, John 著	本
Voice	西村 しのぶ/著	児童書
エール	日本アイルランド協会	デジタル資料
八犬伝	碧也 ぴんく/著	児童書
せんせい	大場牧夫文,長新太絵	児童書
ドイツの政治	大西健夫編	本
発達心理学	岩田純一 [ほか] 著	本
マウンテンバイクテクニカルブック	宮下永次 著	本
セイント	赤石 路代/著	本
Magritte	SuziGablik	本
変	奥 浩哉/著	本
ろくでなしBLUES	森田 まさのり/著	児童書
さくら子すみれ子	わたなべ まさこ/著	本
赤ちゃんと僕	羅川 真里茂/著	児童書
花嫁のパパ	松竹株式会社事業部 編集	本
っポイ!	やまざき 貴子/著	児童書
活性炭	真田雄三, 鈴木基之, 藤元薫編	本
ジョディ・フォスター	梶原和男 責任編集	本
東山魁夷	田中穣 著	本
ベル・エポック	逢坂 みえこ/著	本
生滅	岩瀬 秀一	本
熱分析	神戸博太郎, 小澤丈夫編	本
盟三五大切	国立劇場調査養成部芸能調査室 編集	本
Forbes	ぎょうせい	デジタル資料
津軽海峡冬景色	東城 和実/著	児童書
闇のシルエット	千之 ナイフ/著	児童書
あすなろ白書	柴門ふみ 著	本
ギャラリーフェイク	細野不二彦 著	本
天使なんかじゃない	矢沢 あい/著	児童書
日本政治史	升味 準之輔／著,李 慶憙／訳	本
Poison	佐伯かよの 著	本
プテラノドン	川口　久彦／編	本
花男	松本大洋 著	本
飛翔	茨城県バレーボール協会／編	本
絹谷幸二	絹谷幸二 著	本
あした	なるいしていこ 画と文	本
ベン・シャーン	ベン・シャーン [画]	本
心の旅	吉延豊丘 [作]	本
木村謙次	杉田 雨人(1876～1951)／著	本
ILSI	日本国際生命科学協会,ILSI Japan編集部会 編	デジタル資料
全国大学職員録	大学職員録刊行会/編	本
ぼくはこのまま帰らない	内田 一奈/著	本
イタリアンファッションブティック	溝口 敬章/著	本
ウルトラマンベストブック	イオン 企画・編集	児童書
しぜん	とだ こうしろう/作・絵	児童書
精神医療	批評社,「精神医療」編集委員会 編	デジタル資料
ぼくのともだち	藤富保男詩,赤祖父ゆり絵	児童書
邪神ハンターピーチドラゴン	魔夜　峰央／著	児童書
最後の授業	アルフォンス・ドーデ 作,桜田佐 訳	児童書
人間昆虫記	手塚治虫 著	児童書
リ・バース	矢野健太郎 著	児童書
あしたてんきになあれ	荒川薫さく,長新太え	児童書
波涛	兵術同好会,波涛編集委員会 編	デジタル資料
西蔵	西蔵自治区旅游局／編,中国旅遊出版社／編	本
修道士ファルコ	青池 保子/著	本
薬用植物	厚生省薬務局 監修	本
遺言	川井健 [ほか] 編集	本
韓国	服部民夫著	本
ピーターパン空の旅	永山　浩庸／写真,青砥　茂樹／写真	児童書
あなたが振り返るとき	花井愛子 著	児童書
Picasso	Picasso／〔画〕,Jean-Louis Ferrier／著	本
てっぺん	万里村　奈加／著	児童書
スーパーペンギン・ペギントン	高尾博子作・絵	児童書
火輪	河惣 益巳/著	本
俺たちに明日はある	原田菜生子 著	児童書
まゆこ	歌田典子作	児童書
メチャクサ	ジョナサン・アレン 作,岩城敏之 訳	児童書
タッジー・マッジー	山口 美由紀/著	児童書
好きっていわない!	早稲田 ちえ/著	本
ラ・ピュセル	渡辺由自 [著]	児童書
シュート!	大島 司/著	本
酒	河野友美編	本
遺伝学	山口彦之著	本
ざしきわらし	水谷章三 脚本,篠崎三朗 画	児童書
香港	海外生活情報/編集	本
放課後の職員室	こいで みえこ/著	本
けんけん	山村輝夫さく	児童書
北海道の気候	札幌管区気象台編	本
バランタイン	小椋 冬美/著	児童書
のりもの	とだ こうしろう/作・絵	児童書
蒼の封印	篠原 千絵/著	児童書
うさぎ	槙村さとる 著	児童書
大地の顔役バギ	手塚　治虫／著	児童書
釣りキチ三平	矢口　高雄／著	児童書
アルペンローゼ	赤石路代 著	児童書
オーストリア	トム・ストライスグス 著,後藤安彦 訳	児童書
宮崎県	国土庁土地局国土調査課 監修	本
レイ・チャールズ	青山 しおり/編曲	本
人間国宝	岸本千賀子／編	本
社会心理学	今城周造編著	本
宮良川	沖縄総合事務局石垣農業水利事業所	本
赤ずきんチャチャ	彩花 みん/著	児童書
パロ野球ニュース	はた山ハッチ 著	本
シングルズ	くさのあきひろ 著	本
ロボットビジョン	Horn著	本
ギィルティ	狩撫麻礼 原作,中村真理子 作画	本
大雪山国立公園	森田敏隆写真	本
お絵かきロジック	西尾徹也 編著	本
Ｔｅｒｍｉｎａｌ	Ｒｏｂｉｎ　Ｃｏｏｋ	本
湯山昭	湯山昭 [作曲],畑中良輔 監修,音楽之友社 編	本
ブルックナー	音楽之友社 編	本
本陣殺人事件	Jet/著,横溝 正史/原作	本
オピウム	田口智子 著	本
国際経済学	山澤逸平著	本
杉全直	杉全　直／［画］,上田カルチャープロジェクツ／編集	本
太陽	海南青少年センター／編	本
青木繁記念大賞公募展	青木繁記念大賞公募展実行委員会/編集	本
ムンク	ムンク [画],下山肇 編	本
てんぐのはな	しみずゆりこ えとぶん	本
シューベルト	前田昭雄 著	本
キャラバン・キッド	真鍋譲治 著	本
俳華	村松一塊 著	本
ネコの手も借りたい	斉藤由貴 [著]	本
ステラ	ステラ [画]	本
旧約聖書	一ノ瀬昭 撮影	本
ラシャーヌ!	魔夜 峰央/著	本
Breath	中尊寺 ゆつこ/著	本
Ｂａｌｔｈｕｓ	篠山　紀信／撮影	本
ファジィ制御	村上周太編集担当	本
つばき	矢間芳子作	児童書
きずな	仙南村教育委員会／編	本
源氏物語	古典文学教材研究会／編	本
地獄変	日野日出志 著	本
ゆず	須藤真澄 著	本
うに	北海水産新聞社 編	本
大阪豆ゴハン	サラ・イイネス/著	本
行動科学	日本行動科学学会,日本行動科学学会編集委員会 編	デジタル資料
空飛ぶペンギン	秋里 和国/著	児童書
新・栄光なき天才たち	森田 信吾/著	本
作物	栗原浩, 蓬原雄三, 津野幸人著	本
中国	石良平等著	本
メイキン・ハッピィ	桜沢 エリカ/著	本
流体力学	東昭著	本
春菊	内田 春菊/著	本
微分積分	垣田高夫[ほか著]	本
スマイル	ジェリー・ガルシア/絵・言葉,室矢 憲治/[ほか]監修・訳	本
カイセルモンド	まいえ かずお作,飯野和好絵	児童書
世界でいちばん優しい音楽	小沢 真理/著	児童書
アコーディオンポピュラースタンダード	金子 元孝/編曲	本
まつり	まつり同好会	デジタル資料
安東	安彦 良和/著	本
労働安全衛生規則	労働省安全衛生部/監修,中央労働災害防止協会/編	本
ブーム・タウン	内田 美奈子/著	本
ザ・スーパースイマーズ	スイミングマガジン編集部/編	本
おあとがよろしいようで	三遊亭円窓さく,内藤利朗写真,東寺真生ほか絵	児童書
インパクション	インパクト出版会/編集	本
ミスター味っ子	寺沢 大介/著	児童書
宮本から君へ	新井 英樹/著	本
いけいけ!バカオンナ	鈴木 由美子/著	本
風雲児たち	みなもと 太郎/著	本
銘木	岩水豊著	本
台湾	伊藤潔著	本
畜産	米倉久雄[ほか]著	本
めぐり逢い	小野沢 うばら	本
バドミントン	大世古 吉弘/[ほか]著	本
座敷女	望月 峯太郎/著	本
血管	野々村禎昭 [ほか] 編	本
デメダス	千葉 わたる/著	本
北方領土	「北方領土・歴史と文献」編纂委員会編	本
入門	溝口理一郎著	本
トータルコストマネジメント	[Ernst & Young著]	本
久米島	佐藤善男 [ほか] 編	本
水資源	椎貝博美著	本
パーマカルチャー	ビル・モリソン, レニー・ミア・スレイ著	本
とんぼ	吉谷明憲作,松木和雄監修	児童書
おにぎり	土岐小百合企画・構成,待鳥なおこ企画・構成,長嶺輝明写真	児童書
東周英雄伝	鄭 問/著,徳田 隆/訳	本
光栄ゲームパラダイス	光栄出版部/企画編集	本
マチノコドモヰナカノコドモ	[大沼 静厳／ほか画],荻原 博／文	児童書
伊勢物語	後藤長男 まんが	児童書
ことば	アン・ランド, ポール・ランド 作,長田弘 訳	児童書
クニさんちの魔女たち	和田育子 著,寺田敏雄, 原田菜緒子 原作	本
大雅	池 大雅,大岡 信,小林 忠	本
Ｃｒａｎｆｏｒｄ	Ｅｌｉｚａｂｅｔｈ　Ｇａｓｋｅｌｌ／著	本
財政投融資	中川　雅治／〔ほか〕共編	本
ＴＥＲＭＩＮＡＬ	Ｒｏｂｉｎ Ｃｏｏｋ	本
竹久夢二	秋山　清／著	児童書
星の島のるるちゃん	ふくやま　けいこ／著	児童書
バスケットボール	桑田健秀 著・監修,谷上俊夫 漫画	児童書
つくし	甲斐信枝作	児童書
ユダヤ教	マルサ・モリスン, スティーヴン・F.ブラウン 著,秦剛平 訳	児童書
ヒンドゥー教	マドゥ・バザーズ・ワング 著,山口泰司 訳	児童書
空手道	内藤武宣 著	本
キャノンアニュアル	キャノン販売株式会社キャノンクラブ／編	本
LCA	CML [ほか] [著]	本
北斎	葛飾 北斎/[画],日本浮世絵学会/編	本
安養寺	安養寺／編	本
Ｐｕｍｍｅｌ	ｖｏｎ　Ｊｏｓｅｆ　Ｐａｌｅｃｅｋ	本
ひみつのアッコちゃん	赤塚不二夫 著	児童書
ひとりにしないで	相模なつき 著	児童書
Sweet	ふじくら真緒 著	児童書
GOOS	GOOS関係省庁連絡会議 [編]	本
邪魂狩り	野々村　秀樹／著,宮塢　さなえ／脚本協力	児童書
Ｌｅｔｔｅｒｉｎｇ	Ａｎｔｏｎｉｏ　Ｔｕｂａｒｏ／著,Ｉｖａｎａ　Ｔｕｂａｒｏ／著,Ｓｔｕａｒｔ　Ｔｈｏｍ／訳	本
たがやす	須藤功編	本
宝塚市立手塚治虫記念館	中野晴行，　森晴路編	児童書
放射線生物学	澤田昭三 , 佐々木弘 著	本
電撃アドベンチャーズ	メディアワークス [編]	児童書
エステル	宮西計三 著	本
ながれ	まさご　ひであき／え	児童書
テニス	大野寛次 [ほか]著	本
黄庭堅	黄　庭堅／〔書〕,中田　勇次郎／編	本
Ａｓａｆｅｐｌａｃｅ	Ｌｏｒｅｎｚｏ Ｃａｒｃａｔｅｒｒａ／著	本
シートン動物記	アーネスト・T.シートン 作,藤原英司 訳,平沢茂太郎 絵	児童書
ドラゴン	ドラゴンの会 編	児童書
ＧＲＡＮＰＡ	Ｊｏｈｎ　Ｂｕｒｎｉｎｇｈａｍ	本
アンネ・フランク	木島和子 文,レンナ 絵	児童書
はっぱ64	山本直樹 著	本
九州文学	高尾　稔／編	本
木いちご	藤井和恵 著	児童書
雪乃すくらんぶる	井原　裕士／著者	児童書
李登輝	松本一男著	本
ＴｈｅＡｒｔｏｆＬｉｓｂｅｔｈＺｗｅｒｇｅｒ	Ｌｉｓｂｅｔｈ Ｚｗｅｒｇｅｒ／図,Ｓｕｓａｎｎｅ Ｋｏｐｐｅ／文	本
宝島	中沢啓治 著	児童書
いよ	日本リウマチ友の会愛媛支部／編	本
